ts,datetime_utc,equity,B&H BTC,B&H BTC filtrado
1565063999999,2019-08-06 03:59,9941.7781072464000000,11598.8397987718000000,9883.5672392784000000
1565078399999,2019-08-06 07:59,10142.4326934048000000,12069.7520992876000000,10284.8384160288000000
1565092799999,2019-08-06 11:59,9970.4062688280000000,11666.0266679485000000,9940.8181414680000000
1565107199999,2019-08-06 15:59,9937.6335024000000000,11589.1129072000000000,9875.2788144000000000
1565121599999,2019-08-06 19:59,9941.8540776000000000,11599.0180921000000000,9883.7191656000000000
1565135999999,2019-08-06 23:59,9845.4941252088000000,11372.8728156481000000,9691.0175073528000000
1565150399999,2019-08-07 03:59,9912.4915359336000000,11530.1077207507000000,9824.9996423016000000
1565164799999,2019-08-07 07:59,9869.5176392472000000,11429.2531280989000000,9739.0599863832000000
1565179199999,2019-08-07 11:59,9956.1787098288000000,11632.6362896506000000,9912.3657175728000000
1565193599999,2019-08-07 15:59,9921.9118597800000000,11552.2160934475000000,9843.8385061800000000
1565207999999,2019-08-07 19:59,9976.7877785304000000,11681.0033075173000000,9953.5799524824000000
1565222399999,2019-08-07 23:59,10053.7119821256000000,11861.5352075047000000,10107.4137934536000000
1565236799999,2019-08-08 03:59,10046.04653335,11842.6460199004000000,10092.20294463
1565251199999,2019-08-08 07:59,10046.04653335,11807.0071646302000000,10092.20294463
1565265599999,2019-08-08 11:59,10046.04653335,11714.7601776565000000,10092.20294463
1565279999999,2019-08-08 15:59,10046.04653335,11581.9910792569000000,10092.20294463
1565294399999,2019-08-08 19:59,10046.04653335,11505.7310607118000000,10092.20294463
1565308799999,2019-08-08 23:59,10046.04653335,11886.0406349473000000,10092.20294463
1565323199999,2019-08-09 03:59,10046.04653335,11758.5609052843000000,10092.20294463
1565337599999,2019-08-09 07:59,10046.04653335,11760.8886237358000000,10092.20294463
1565351999999,2019-08-09 11:59,10046.04653335,11594.0754048349000000,10092.20294463
1565366399999,2019-08-09 15:59,10046.04653335,11632.0716941113000000,10092.20294463
1565380799999,2019-08-09 19:59,10046.04653335,11724.9922336582000000,10092.20294463
1565395199999,2019-08-09 23:59,10046.04653335,11767.3963302151000000,10092.20294463
1565409599999,2019-08-10 03:59,10046.04653335,11726.8246928647000000,10092.20294463
1565423999999,2019-08-10 07:59,10046.04653335,11717.6326812775000000,10092.20294463
1565438399999,2019-08-10 11:59,10046.04653335,11287.2325870027000000,10092.20294463
1565452799999,2019-08-10 15:59,10046.04653335,11305.6958516563000000,10092.20294463
1565467199999,2019-08-10 19:59,10046.04653335,11221.7295992590000000,10092.20294463
1565481599999,2019-08-10 23:59,10046.04653335,11202.1272383419000000,10092.20294463
1565495999999,2019-08-11 03:59,10046.04653335,11291.0658935590000000,10092.20294463
1565510399999,2019-08-11 07:59,10046.04653335,11263.9355921179000000,10092.20294463
1565524799999,2019-08-11 11:59,10046.04653335,11361.2342233906000000,10092.20294463
1565539199999,2019-08-11 15:59,10046.04653335,11270.1659534200000000,10092.20294463
1565553599999,2019-08-11 19:59,10046.04653335,11275.2572184586000000,10092.20294463
1565567999999,2019-08-11 23:59,10046.04653335,11440.5054181453000000,10092.20294463
1565582399999,2019-08-12 03:59,10046.04653335,11337.9570388756000000,10092.20294463
1565596799999,2019-08-12 07:59,10046.04653335,11303.8138665253000000,10092.20294463
1565611199999,2019-08-12 11:59,10046.04653335,11220.6499341049000000,10092.20294463
1565625599999,2019-08-12 15:59,10046.04653335,11291.0757987439000000,10092.20294463
1565639999999,2019-08-12 19:59,10046.04653335,11335.4312167261000000,10092.20294463
1565654399999,2019-08-12 23:59,10046.04653335,11288.0745277192000000,10092.20294463
1565668799999,2019-08-13 03:59,10036.6259995576000000,11286.0736803694000000,10073.2789068924000000
1565683199999,2019-08-13 07:59,10023.8191052716000000,11257.2495923104000000,10047.5523232284000000
1565697599999,2019-08-13 11:59,9986.5998939394000000,11173.4814436111000000,9972.7860970956000000
1565711999999,2019-08-13 15:59,9841.6751417614000000,10847.3037048541000000,9681.6601864236000000
1565726399999,2019-08-13 19:59,9835.1132588128000000,10832.5350741682000000,9668.4786275772000000
1565740799999,2019-08-13 23:59,9815.9821352866000000,10789.4772354079000000,9630.0478855884000000
1565755199999,2019-08-14 03:59,9712.1714746618000000,10555.8337339867000000,9421.5122651532000000
1565769599999,2019-08-14 07:59,9695.9626115500000000,10519.3529380000000000,9388.9517814300000000
1565783999999,2019-08-14 11:59,9668.1043157320000000,10456.6531175830000000,9332.9898313980000000
1565798399999,2019-08-14 15:59,9649.3472767468000000,10414.4372195392000000,9295.3105531932000000
1565812799999,2019-08-14 19:59,9483.7334489542000000,10041.6952065673000000,8962.6242748908000000
1565827199999,2019-08-14 23:59,9445.2687561502000000,9955.1238905413000000,8885.3561163948000000
1565841599999,2019-08-15 03:59,9440.64509634,9999.3802566745000000,8876.20826730
1565870399999,2019-08-15 11:59,9440.64509634,10062.2781807895000000,8876.20826730
1565884799999,2019-08-15 15:59,9440.64509634,9998.9246181691000000,8876.20826730
1565899199999,2019-08-15 19:59,9440.64509634,10010.8999867132000000,8876.20826730
1565913599999,2019-08-15 23:59,9440.64509634,10196.3745739657000000,8876.20826730
1565927999999,2019-08-16 03:59,9446.3124018848000000,10226.7636812389000000,8886.8622873240000000
1565942399999,2019-08-16 07:59,9268.8406361000000000,9842.8288093300000000,8553.2314761000000000
1565956799999,2019-08-16 11:59,9365.8706833256000000,10052.7394877308000000,8735.6391578280000000
1565971199999,2019-08-16 15:59,9474.4388448872000000,10287.6112320796000000,8939.7374472360000000
1565985599999,2019-08-16 19:59,9504.5249358800000000,10352.6982020575000000,8996.2965675000000000
1565999999999,2019-08-16 23:59,9449.4853833272000000,10233.6279743746000000,8892.8272044360000000
1566014399999,2019-08-17 03:59,9428.1169787216000000,10187.4004764463000000,8852.6565433080000000
1566028799999,2019-08-17 07:59,9461.5958247632000000,10259.8271884351000000,8915.5937351160000000
1566043199999,2019-08-17 11:59,9450.2591695664000000,10235.3019506227000000,8894.2818523320000000
1566057599999,2019-08-17 15:59,9440.6623887536000000,10214.5406830723000000,8876.2407754680000000
1566071999999,2019-08-17 19:59,9374.2587093032000000,10070.8857864676000000,8751.4078853160000000
1566086399999,2019-08-17 23:59,9396.5932020536000000,10119.2032784098000000,8793.3947044680000000
1566100799999,2019-08-18 03:59,9389.57492935,10018.1406768751000000,8780.14751911
1566115199999,2019-08-18 07:59,9389.57492935,10043.3196568909000000,8780.14751911
1566129599999,2019-08-18 11:59,9389.57492935,10295.4957592600000000,8780.14751911
1566143999999,2019-08-18 15:59,9389.57492935,10287.9876291058000000,8780.14751911
1566158399999,2019-08-18 19:59,9389.57492935,10272.7138339900000000,8780.14751911
1566172799999,2019-08-18 23:59,9389.57492935,10209.1027365622000000,8780.14751911
1566187199999,2019-08-19 03:59,9389.57492935,10299.6856524727000000,8780.14751911
1566201599999,2019-08-19 07:59,9389.57492935,10620.4848758290000000,8780.14751911
1566215999999,2019-08-19 11:59,9389.57492935,10571.6622194569000000,8780.14751911
1566230399999,2019-08-19 15:59,9389.57492935,10606.3204614220000000,8780.14751911
1566244799999,2019-08-19 19:59,9389.57492935,10584.6082961212000000,8780.14751911
1566259199999,2019-08-19 23:59,9389.57492935,10812.0907725346000000,8780.14751911
1566273599999,2019-08-20 03:59,9328.4722848108000000,10686.5920798516000000,8665.8650489732000000
1566287999999,2019-08-20 07:59,9337.0183421988000000,10706.3033978026000000,8681.8490469752000000
1566302399999,2019-08-20 11:59,9294.1076862084000000,10607.3307902818000000,8601.5917062536000000
1566316799999,2019-08-20 15:59,9309.4476444948000000,10642.7121107446000000,8630.2825810592000000
1566331199999,2019-08-20 19:59,9304.9641852420000000,10632.3710977090000000,8621.8970062280000000
1566345599999,2019-08-20 23:59,9316.3059629112000000,10658.5306910299000000,8643.1099402598000000
1566359999999,2019-08-21 03:59,9128.4945419316000000,10225.3472397982000000,8291.8394957264000000
1566374399999,2019-08-21 07:59,9049.3941243288000000,10042.9036391251000000,8143.8951443702000000
1566388799999,2019-08-21 11:59,9066.5807181312000000,10082.5441890949000000,8176.0398478898000000
1566403199999,2019-08-21 15:59,8984.0232270624000000,9892.1269145773000000,8021.6296078946000000
1566417599999,2019-08-21 19:59,9035.3468109036000000,10010.5037793172000000,8117.6219496644000000
1566431999999,2019-08-21 23:59,9050.9315557584000000,10046.4496953193000000,8146.7706575786000000
1566446399999,2019-08-22 03:59,9043.64440161,9778.9205563552000000,8133.08295298
1566460799999,2019-08-22 07:59,9043.64440161,9879.3096053167000000,8133.08295298
1566475199999,2019-08-22 11:59,9043.64440161,9872.0788203397000000,8133.08295298
1566489599999,2019-08-22 15:59,9043.64440161,10016.8133820985000000,8133.08295298
1566503999999,2019-08-22 19:59,9043.64440161,10064.9228651578000000,8133.08295298
1566518399999,2019-08-22 23:59,9043.64440161,10004.1644609812000000,8133.08295298
1566532799999,2019-08-23 03:59,9052.4710296312000000,10038.7632718369000000,8148.9589694034000000
1566547199999,2019-08-23 07:59,9084.3623296080000000,10109.4268609135000000,8206.3202630910000000
1566561599999,2019-08-23 11:59,9044.4914991492000000,10021.0825167904000000,8134.6065851544000000
1566575999999,2019-08-23 15:59,9169.9243539360000000,10299.0120998995000000,8360.2164168870000000
1566590399999,2019-08-23 19:59,9172.7227775112000000,10305.2127456469000000,8365.2498020634000000
1566604799999,2019-08-23 23:59,9166.3480937760000000,10291.0879519795000000,8353.7839757670000000
1566619199999,2019-08-24 03:59,9147.2374535460000000,10248.7432865320000000,8319.4106185320000000
1566633599999,2019-08-24 07:59,9124.0141141320000000,10197.2858509765000000,8277.6399540090000000
1566647999999,2019-08-24 11:59,8995.6889589408000000,9912.9476132371000000,8046.8278855206000000
1566662399999,2019-08-24 15:59,8989.1533434984000000,9898.4662329133000000,8035.0725993738000000
1566676799999,2019-08-24 19:59,9037.7726003736000000,10006.1950238857000000,8122.5216364002000000
1566691199999,2019-08-24 23:59,9052.2653946720000000,10038.3076333315000000,8148.5891040390000000
1566705599999,2019-08-25 03:59,9046.0605832944000000,10024.5592366903000000,8137.4288186958000000
1566719999999,2019-08-25 07:59,9038.6890170396000000,10008.2255867902000000,8124.1699494372000000
1566734399999,2019-08-25 11:59,9044.7865406124000000,10021.7362589938000000,8135.1372615468000000
1566748799999,2019-08-25 15:59,9022.0996402224000000,9971.4674456263000000,8094.3314631918000000
1566763199999,2019-08-25 19:59,9019.5783768096000000,9965.8809213427000000,8089.7965922022000000
1566777599999,2019-08-25 23:59,9055.9936458888000000,10046.5685575381000000,8155.2949239066000000
1566791999999,2019-08-26 03:59,9115.9451771460000000,10179.4069922320000000,8263.1267587320000000
1566806399999,2019-08-26 07:59,9144.1484588328000000,10241.8988037661000000,8313.8545975146000000
1566820799999,2019-08-26 11:59,9166.3659750768000000,10291.1275727191000000,8353.8161379726000000
1566835199999,2019-08-26 15:59,9141.2740397292000000,10235.5297698754000000,8308.6845229644000000
1566849599999,2019-08-26 19:59,9137.4921446100000000,10227.1499834500000000,8301.8822164800000000
1566863999999,2019-08-26 23:59,9158.6144311800000000,10273.9519821025000000,8339.8738218450000000
1566878399999,2019-08-27 03:59,9081.6130796100000000,10103.3351722000000000,8201.3753239800000000
1566892799999,2019-08-27 07:59,9072.9630003480000000,10084.1686394185000000,8185.8168570210000000
1566907199999,2019-08-27 11:59,9050.6024336976000000,10034.6229045487000000,8145.5980189182000000
1566921599999,2019-08-27 15:59,9076.2755113212000000,10091.5083814294000000,8191.7749056084000000
1566935999999,2019-08-27 19:59,9065.5243792152000000,10067.6864117449000000,8172.4373794914000000
1566950399999,2019-08-27 23:59,9074.9299434360000000,10088.5269207745000000,8189.3546996370000000
1566964799999,2019-08-28 03:59,9034.9294735464000000,9999.8953262893000000,8117.4078457098000000
1566979199999,2019-08-28 07:59,9062.6812523880000000,10061.3867141485000000,8167.3235888010000000
1566993599999,2019-08-28 11:59,9058.2511601148000000,10051.5706759126000000,8159.3554023636000000
1567007999999,2019-08-28 15:59,9099.3736816296000000,10142.6884718077000000,8233.3204346922000000
1567022399999,2019-08-28 19:59,8850.9174773388000000,9592.1682002506000000,7786.4346284316000000
1567036799999,2019-08-28 23:59,8867.4845025300000000,9628.8768154900000000,7816.2329119200000000
1567051199999,2019-08-29 03:59,8808.9143017596000000,9499.0990829302000000,7710.8856074772000000
1567065599999,2019-08-29 07:59,8722.4224497900000000,9307.4535654850000000,7555.3170189900000000
1567079999999,2019-08-29 11:59,8754.2779871652000000,9378.0379130824000000,7612.6139882664000000
1567094399999,2019-08-29 15:59,8771.8240135752000000,9416.9157638149000000,7644.1731525114000000
1567108799999,2019-08-29 19:59,8772.7314895908000000,9418.9265163496000000,7645.8053844456000000
1567123199999,2019-08-29 23:59,8767.9929448788000000,9408.4270203556000000,7637.2823999616000000
1567137599999,2019-08-30 03:59,8761.85620436,9378.7411812103000000,7626.23878923
1567151999999,2019-08-30 07:59,8761.85620436,9380.2566745000000000,7626.23878923
1567166399999,2019-08-30 11:59,8761.85620436,9484.0134863275000000,7626.23878923
1567180799999,2019-08-30 15:59,8761.85620436,9497.4647274217000000,7626.23878923
1567195199999,2019-08-30 19:59,8761.85620436,9480.9527841934000000,7626.23878923
1567209599999,2019-08-30 23:59,8761.85620436,9493.7106623446000000,7626.23878923
1567223999999,2019-08-31 03:59,8761.85620436,9520.1773163974000000,7626.23878923
1567238399999,2019-08-31 07:59,8761.85620436,9500.6839125142000000,7626.23878923
1567252799999,2019-08-31 11:59,8761.85620436,9463.3116498865000000,7626.23878923
1567267199999,2019-08-31 15:59,8761.85620436,9504.0714857500000000,7626.23878923
1567281599999,2019-08-31 19:59,8761.85620436,9478.6547812966000000,7626.23878923
1567295999999,2019-08-31 23:59,8761.85620436,9496.6128815203000000,7626.23878923
1567310399999,2019-09-01 03:59,8761.85620436,9531.8258138398000000,7626.23878923
1567324799999,2019-09-01 07:59,8761.85620436,9517.0472779690000000,7626.23878923
1567339199999,2019-09-01 11:59,8761.85620436,9480.3485679145000000,7626.23878923
1567353599999,2019-09-01 15:59,8761.85620436,9513.2436869674000000,7626.23878923
1567367999999,2019-09-01 19:59,8761.85620436,9525.8232717904000000,7626.23878923
1567382399999,2019-09-01 23:59,8761.85620436,9632.8190790802000000,7626.23878923
1567396799999,2019-09-02 03:59,8761.85620436,9650.8267052284000000,7626.23878923
1567411199999,2019-09-02 07:59,8761.85620436,9654.2241836491000000,7626.23878923
1567425599999,2019-09-02 11:59,8761.85620436,9734.7731472559000000,7626.23878923
1567439999999,2019-09-02 15:59,8761.85620436,9785.3787369100000000,7626.23878923
1567454399999,2019-09-02 19:59,8761.85620436,10067.3595406432000000,7626.23878923
1567468799999,2019-09-02 23:59,8761.85620436,10242.0077608000000000,7626.23878923
1567483199999,2019-09-03 03:59,8761.85620436,10286.5810928500000000,7626.23878923
1567497599999,2019-09-03 07:59,8761.85620436,10270.4554518328000000,7626.23878923
1567511999999,2019-09-03 11:59,8761.85620436,10325.7065732050000000,7626.23878923
1567526399999,2019-09-03 15:59,8761.85620436,10585.9454960827000000,7626.23878923
1567540799999,2019-09-03 19:59,8761.85620436,10546.4634290713000000,7626.23878923
1567555199999,2019-09-03 23:59,8761.85620436,10514.6776907272000000,7626.23878923
1567569599999,2019-09-04 03:59,8761.85620436,10504.2376258426000000,7626.23878923
1567583999999,2019-09-04 07:59,8761.85620436,10467.8459765200000000,7626.23878923
1567598399999,2019-09-04 11:59,8761.85620436,10424.1046800016000000,7626.23878923
1567612799999,2019-09-04 15:59,8761.85620436,10307.9762922340000000,7626.23878923
1567627199999,2019-09-04 19:59,8761.85620436,10593.8696440027000000,7626.23878923
1567641599999,2019-09-04 23:59,8761.85620436,10466.8752683998000000,7626.23878923
1567655999999,2019-09-05 03:59,8761.85620436,10450.3831355413000000,7626.23878923
1567670399999,2019-09-05 07:59,8761.85620436,10441.4486587615000000,7626.23878923
1567684799999,2019-09-05 11:59,8761.85620436,10467.9450283690000000,7626.23878923
1567699199999,2019-09-05 15:59,8761.85620436,10441.3198913578000000,7626.23878923
1567713599999,2019-09-05 19:59,8761.85620436,10433.1778293700000000,7626.23878923
1567727999999,2019-09-05 23:59,8761.85620436,10464.3692566201000000,7626.23878923
1567742399999,2019-09-06 03:59,8761.85620436,10538.8067211436000000,7626.23878923
1567756799999,2019-09-06 07:59,8761.85620436,10614.9478774699000000,7626.23878923
1567771199999,2019-09-06 11:59,8761.85620436,10732.1856459463000000,7626.23878923
1567785599999,2019-09-06 15:59,8761.85620436,10740.2385612700000000,7626.23878923
1567799999999,2019-09-06 19:59,8761.85620436,10274.4472413475000000,7626.23878923
1567814399999,2019-09-06 23:59,8761.85620436,10201.1290627177000000,7626.23878923
1567828799999,2019-09-07 03:59,8761.85620436,10235.9061669016000000,7626.23878923
1567843199999,2019-09-07 07:59,8761.85620436,10267.2758874799000000,7626.23878923
1567857599999,2019-09-07 11:59,8761.85620436,10318.3767363790000000,7626.23878923
1567871999999,2019-09-07 15:59,8761.85620436,10356.5513189836000000,7626.23878923
1567886399999,2019-09-07 19:59,8761.85620436,10366.5357453628000000,7626.23878923
1567900799999,2019-09-07 23:59,8761.85620436,10356.7890434212000000,7626.23878923
1567915199999,2019-09-08 03:59,8761.85620436,10441.4981846860000000,7626.23878923
1567929599999,2019-09-08 07:59,8761.85620436,10418.7756905254000000,7626.23878923
1567943999999,2019-09-08 11:59,8761.85620436,10288.5621298300000000,7626.23878923
1567958399999,2019-09-08 15:59,8761.85620436,10290.7808912476000000,7626.23878923
1567972799999,2019-09-08 19:59,8761.85620436,10242.0671919094000000,7626.23878923
1567987199999,2019-09-08 23:59,8761.85620436,10282.7973122182000000,7626.23878923
1568001599999,2019-09-09 03:59,8761.85620436,10201.3568819704000000,7626.23878923
1568015999999,2019-09-09 07:59,8761.85620436,10051.1942788864000000,7626.23878923
1568030399999,2019-09-09 11:59,8761.85620436,10314.5731453774000000,7626.23878923
1568044799999,2019-09-09 15:59,8761.85620436,10223.2869613390000000,7626.23878923
1568059199999,2019-09-09 19:59,8761.85620436,10214.9666060230000000,7626.23878923
1568073599999,2019-09-09 23:59,8761.85620436,10205.4774388888000000,7626.23878923
1568087999999,2019-09-10 03:59,8761.85620436,10212.2723957302000000,7626.23878923
1568102399999,2019-09-10 07:59,8761.85620436,10173.8006575786000000,7626.23878923
1568116799999,2019-09-10 11:59,8761.85620436,10155.2185307062000000,7626.23878923
1568131199999,2019-09-10 15:59,8761.85620436,10078.6415462443000000,7626.23878923
1568145599999,2019-09-10 19:59,8761.85620436,9931.2920156719000000,7626.23878923
1568159999999,2019-09-10 23:59,8761.85620436,10002.4508639935000000,7626.23878923
1568174399999,2019-09-11 03:59,8761.85620436,9997.3893145096000000,7626.23878923
1568188799999,2019-09-11 07:59,8761.85620436,9970.6056945400000000,7626.23878923
1568203199999,2019-09-11 11:59,8761.85620436,9972.6362574445000000,7626.23878923
1568217599999,2019-09-11 15:59,8761.85620436,9895.3956255943000000,7626.23878923
1568231999999,2019-09-11 19:59,8761.85620436,9978.9854809654000000,7626.23878923
1568246399999,2019-09-11 23:59,8761.85620436,10062.0602667217000000,7626.23878923
1568260799999,2019-09-12 03:59,8761.85620436,10018.2199183543000000,7626.23878923
1568275199999,2019-09-12 07:59,8761.85620436,9984.2649445171000000,7626.23878923
1568289599999,2019-09-12 11:59,8761.85620436,10074.0851611903000000,7626.23878923
1568303999999,2019-09-12 15:59,8761.85620436,10228.6555715548000000,7626.23878923
1568318399999,2019-09-12 19:59,8761.85620436,10203.0110478487000000,7626.23878923
1568332799999,2019-09-12 23:59,8761.85620436,10316.3065527349000000,7626.23878923
1568347199999,2019-09-13 03:59,8761.85620436,10265.8000149298000000,7626.23878923
1568361599999,2019-09-13 07:59,8761.85620436,10185.7066898284000000,7626.23878923
1568375999999,2019-09-13 11:59,8761.85620436,10207.7853469705000000,7626.23878923
1568390399999,2019-09-13 15:59,8761.85620436,10198.7221027870000000,7626.23878923
1568404799999,2019-09-13 19:59,8761.85620436,10113.8346681940000000,7626.23878923
1568419199999,2019-09-13 23:59,8761.85620436,10244.0482288894000000,7626.23878923
1568433599999,2019-09-14 03:59,8728.6746135242000000,10183.7850839578000000,7568.4886046364000000
1568447999999,2019-09-14 07:59,8744.6542920500000000,10221.2068725100000000,7596.3000917100000000
1568462399999,2019-09-14 11:59,8733.8474951645000000,10195.8991250905000000,7577.4916349940000000
1568476799999,2019-09-14 15:59,8760.4394059352000000,10258.1730225568000000,7623.7729529484000000
1568491199999,2019-09-14 19:59,8763.5735885153000000,10265.5127645677000000,7629.2277734676000000
1568505599999,2019-09-14 23:59,8751.4302171422000000,10237.0749787198000000,7608.0931044924000000
1568519999999,2019-09-15 03:59,8738.0390942696000000,10205.7151633264000000,7584.7868133132000000
1568534399999,2019-09-15 07:59,8740.1793053162000000,10210.7271868858000000,7588.5116975004000000
1568548799999,2019-09-15 11:59,8735.7804525722000000,10200.4257945898000000,7580.8558090524000000
1568563199999,2019-09-15 15:59,8739.9889703417000000,10210.2814535653000000,7588.1804330964000000
1568577599999,2019-09-15 19:59,8734.8753040268000000,10198.3060850212000000,7579.2804627756000000
1568591999999,2019-09-15 23:59,8737.4680893461000000,10204.3779633649000000,7583.7930201012000000
1568606399999,2019-09-16 03:59,8731.42433805,10204.1303337424000000,7573.36055940
1568620799999,2019-09-16 07:59,8731.42433805,10204.6156878025000000,7573.36055940
1568635199999,2019-09-16 11:59,8731.42433805,10186.3307164771000000,7573.36055940
1568649599999,2019-09-16 15:59,8731.42433805,10021.6074915901000000,7573.36055940
1568663999999,2019-09-16 19:59,8731.42433805,10025.4705137011000000,7573.36055940
1568678399999,2019-09-16 23:59,8731.42433805,10154.1586759219000000,7573.36055940
1568692799999,2019-09-17 03:59,8714.5110076050000000,10128.3952899970000000,7544.0156429970000000
1568707199999,2019-09-17 07:59,8705.2878914535000000,10106.9109439489000000,7528.0133793789000000
1568721599999,2019-09-17 11:59,8687.9685036780000000,10066.5671258512000000,7497.9639465912000000
1568735999999,2019-09-17 15:59,8704.0079661600000000,10103.9294832940000000,7525.7926871940000000
1568750399999,2019-09-17 19:59,8728.3903303890000000,10160.7258135106000000,7568.0965044306000000
1568764799999,2019-09-17 23:59,8698.5735989670000000,10091.2706569918000000,7516.3639675518000000
1568779199999,2019-09-18 03:59,8691.88633353,10109.7141112756000000,7504.82306441
1568793599999,2019-09-18 07:59,8691.88633353,10103.2559307208000000,7504.82306441
1568807999999,2019-09-18 11:59,8691.88633353,10062.6248622610000000,7504.82306441
1568822399999,2019-09-18 15:59,8691.88633353,10076.9873803660000000,7504.82306441
1568836799999,2019-09-18 19:59,8691.88633353,10075.4421715216000000,7504.82306441
1568851199999,2019-09-18 23:59,8691.88633353,10060.7329719451000000,7504.82306441
1568865599999,2019-09-19 03:59,8691.88633353,9730.7120214469000000,7504.82306441
1568879999999,2019-09-19 07:59,8691.88633353,9781.9020170101000000,7504.82306441
1568894399999,2019-09-19 11:59,8691.88633353,9764.1420204844000000,7504.82306441
1568908799999,2019-09-19 15:59,8691.88633353,9788.3502923800000000,7504.82306441
1568923199999,2019-09-19 19:59,8691.88633353,9990.8320821058000000,7504.82306441
1568937599999,2019-09-19 23:59,8691.88633353,10147.2052361221000000,7504.82306441
1568951999999,2019-09-20 03:59,8691.88633353,10116.9250858828000000,7504.82306441
1568966399999,2019-09-20 07:59,8691.88633353,10060.9607911978000000,7504.82306441
1568980799999,2019-09-20 11:59,8691.88633353,10076.3435433475000000,7504.82306441
1568995199999,2019-09-20 15:59,8691.88633353,10083.3465090718000000,7504.82306441
1569009599999,2019-09-20 19:59,8691.88633353,10065.2299258897000000,7504.82306441
1569023999999,2019-09-20 23:59,8691.88633353,10072.2229864291000000,7504.82306441
1569038399999,2019-09-21 03:59,8667.3259209912000000,10029.6802172836000000,7462.4079558256000000
1569052799999,2019-09-21 07:59,8648.4553530486000000,9985.8794896558000000,7429.8190411618000000
1569067199999,2019-09-21 11:59,8633.5790979948000000,9951.3500150944000000,7404.1281871324000000
1569081599999,2019-09-21 15:59,8629.5378433947000000,9941.9698049941000000,7397.1490595461000000
1569095999999,2019-09-21 19:59,8620.8493593759000000,9921.8028485377000000,7382.1443037217000000
1569110399999,2019-09-21 23:59,8607.9019819137000000,9891.7505175511000000,7359.7845644431000000
1569124799999,2019-09-22 03:59,8600.95193362,9779.6040141133000000,7347.80793166
1569139199999,2019-09-22 07:59,8600.95193362,9931.5495504793000000,7347.80793166
1569153599999,2019-09-22 11:59,8600.95193362,9908.6388578056000000,7347.80793166
1569167999999,2019-09-22 15:59,8600.95193362,9895.9602211336000000,7347.80793166
1569182399999,2019-09-22 19:59,8600.95193362,9895.3659100396000000,7347.80793166
1569196799999,2019-09-22 23:59,8600.95193362,9933.8277430063000000,7347.80793166
1569211199999,2019-09-23 03:59,8600.95193362,9885.6885443923000000,7347.80793166
1569225599999,2019-09-23 07:59,8600.95193362,9815.0348605006000000,7347.80793166
1569239999999,2019-09-23 11:59,8600.95193362,9821.1166440292000000,7347.80793166
1569254399999,2019-09-23 15:59,8600.95193362,9773.5024202149000000,7347.80793166
1569268799999,2019-09-23 19:59,8600.95193362,9713.1501286192000000,7347.80793166
1569283199999,2019-09-23 23:59,8600.95193362,9610.3045938025000000,7347.80793166
1569297599999,2019-09-24 03:59,8600.95193362,9627.8664866302000000,7347.80793166
1569311999999,2019-09-24 07:59,8600.95193362,9663.2874278326000000,7347.80793166
1569326399999,2019-09-24 11:59,8600.95193362,9633.8690286796000000,7347.80793166
